customer_name,customer_id,end_user,address_a,address_b,postal_city_a,postal_city_b,postal_code_a,postal_code_b,country_a,country_b,process_step,order_ref,product_group,product_name,original_process_step,tech,status,system,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,sent_OB,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
99x.no AS,207605,99X.no AS - Sandakerveien,285759872,285759872,OSLO,OSLO,0484,0484,NO,NO,In Execution,401474,Ethernet,Ethernet MultiAksess 1 Gbps,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28466382,02.05.2016,26.05.2016,19.05.2016,23.06.2016,26.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Hopen,193129216,,KRISTIANSUND N,,6517,,NO,,Delivered,404057,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28555727,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Møbelsenteret Henriksen Kirkenes AS,330245619,,KIRKENES,,9900,,NO,,Delivered,404061,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28524526,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Hønefoss - Lager,,,HØNEFOSS,,3511,,NO,,Delivered,404064,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28494203,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Henriksen Hammerfest,207872812,,HAMMERFEST,,9600,,NO,,Delivered,404065,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28454265,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
ELTELE AS,141417,Eltele AS,271038153,243217451,ALTA,DRAG,9513,8270,NO,NO,Planning,395167,Ethernet,Ethernet Aksess Fiber 50 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28716764,09.03.2016,,25.05.2016,,,,,,,1,31.05.2016 08:23:10
ELTELE AS,141417,Eltele AS,271038153,,ALTA,,9513,,NO,,In Execution,397689,IPVPN,IPVPN Fiber 50 Mbps (onnett),finalize access,Fiber,IN_PROGRESS,SOS,28898531,29.03.2016,10.05.2016,08.04.2016,27.05.2016,10.05.2016,10.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"0522 - NAV Gausdal, Vestringsvegen 12",102539731,,ØSTRE GAUSDAL,,2651,,NO,,Finalizing,362917,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28405431,26.11.2015,07.03.2016,01.12.2015,08.07.2016,07.03.2016,04.04.2016,,06.04.2016,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Spar Leira,184960712,,LEIRA I VALDRES,,2920,,NO,,Planning,371826,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28012183,09.02.2016,,04.05.2016,,,,,,,1,31.05.2016 08:23:10
Høyres Hovedorganisasjon,208090,Høyre - vest-agder,219122713,,KRISTIANSAND S,,4610,,NO,,In Execution,397959,IPVPN,IPVPN SHDSL 20 Mbps (oa5),finalize access,DSL,IN_PROGRESS,SOS,28593259,31.03.2016,06.05.2016,06.05.2016,24.05.2016,06.05.2016,13.05.2016,,,24.05.2016,1,31.05.2016 08:23:10
Jordbærpikene Tiller As,268718,Jordbærpikene Tiller As,276421787,,TILLER,,7075,,NO,,Finalizing,368212,IPVPN,IPVPN ADSL 2+ (oa),complete order,DSL,IN_PROGRESS,SOS,28984231,18.01.2016,21.01.2016,19.01.2016,16.02.2016,21.01.2016,09.02.2016,,27.05.2016,16.02.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Hartvig Olsen AS,233072308,,ARENDAL,,4847,,NO,,Delivered,404034,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28739662,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,KIWI 070 Lunner,,,LUNNER,,2730,,NO,,Planning,371483,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28820390,08.02.2016,,17.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 155 Svolvær,351441599,,Svolvær,,8300,,NO,,Validation,371913,IPVPN,IPVPN SHDSL 8 Mbps (oa4),validate & disp.,DSL,IN_PROGRESS,SOS,28013276,09.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 423 Jessheim,158053214,,JESSHEIM,,2050,,NO,,Planning,371871,IPVPN,IPVPN Fiber 10 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28880245,09.02.2016,,01.05.2016,,,,,,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Hustad Møbler Steinkjer AS,153362593,,STEINKJER,,7725,,NO,,Delivered,404055,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28589962,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Atea AS.,257661,630040-ro01 Storåsen Barne- og familiesenter,90274612,,SANDNESSJØEN,,8800,,NO,,Validation,404044,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28375391,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Nordås AS avd Rådal,,,RÅDAL,,5235,,NO,,Delivered,404090,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28331136,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Bo-Senteret AS,75078703,,STORSLETT,,9151,,NO,,Delivered,404066,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28442188,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,NIX1,285695180,285784331,OSLO,OSLO,0349,0873,NO,NO,Delivered,397987,Capacity,Fiberpar,,Fiber,COMPLETED,SOS_SUGAR,10303683,31.03.2016,25.05.2016,31.03.2016,26.05.2016,25.05.2016,25.05.2016,25.05.2016,20.05.2016,26.05.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,NIX1,285695180,285702887,OSLO,OSLO,0349,0598,NO,NO,Delivered,397991,Capacity,Fiberpar,,Fiber,COMPLETED,SOS_SUGAR,10303686,31.03.2016,25.05.2016,31.03.2016,27.05.2016,25.05.2016,25.05.2016,25.05.2016,24.05.2016,27.05.2016,1,31.05.2016 08:23:10
SARPSBORG TANNREGULERING AS,274214,SARPSBORG TANNREGULERING AS,26600798,,SARPSBORG,,1707,,NO,,In Execution,404039,Internet,Internett Fiber 10 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28834086,18.05.2016,26.05.2016,19.05.2016,28.06.2016,26.05.2016,17.06.2016,,,28.06.2016,1,31.05.2016 08:23:10
InfoCare Workshop AS,270527,InfoCare Workshop - Stockholm,,,Farsta,,12343,,SE,,In Execution,404063,IPVPN,IPVPN Fiber 100 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28575470,18.05.2016,30.05.2016,24.05.2016,19.07.2016,30.05.2016,05.07.2016,,,19.07.2016,1,31.05.2016 08:23:10
Icopal Holding AS,250704,Icopal Holding AS,93187362,,FJELLHAMAR,,1472,,NO,,Planning,346774,IPVPN,IPVPN Fiber 100 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28837020,29.06.2015,,08.07.2015,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Spar Kvelde,,,KVELDE,KVELDE,3282,3282,NO,,Planning,371724,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28762477,08.02.2016,,18.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,MENY OASEN BERGEN (ME2039),256840703,,FYLLINGSDALEN,,5147,,NO,,Validation,371426,IPVPN,IPVPN Fiber 10 Mbps (onnett),validate & disp.,Fiber,IN_PROGRESS,SOS,28760612,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 445 Halden,237725927,,HALDEN,,1769,,NO,,Planning,371916,IPVPN,IPVPN Fiber 10 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28375891,09.02.2016,,02.05.2016,,,,,,,1,31.05.2016 08:23:10
Japan Photo Holding Norge AS,210107,Japan Photo Holding Norge AS,,,KISTA,,16 491,,SE,,Validation,403409,IPVPN,IPVPN Fiber 20 Mbps (offnett),validate & disp.,Fiber,NEW,SOS,,10.05.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 426 Gvarv,,,GVARV,,3810,,NO,,Planning,371524,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28617120,08.02.2016,,25.02.2016,,,,,,,1,31.05.2016 08:23:10
Nummeropplysninga AS,274204,Nummeropplysninga AS,276371322,,TRONDHEIM,,7010,,NO,,Delivered,403968,Internet,Internett Fiber 50 Mbps (onnet),,Fiber,COMPLETED,SOS,28492359,18.05.2016,18.05.2016,18.05.2016,18.05.2016,,,18.05.2016,18.05.2016,18.05.2016,1,31.05.2016 08:23:10
Atea AS.,257661,"630000-ro01 Røvika Ungdomssenter, administrasjon",91082899,,FAUSKE,,8214,,NO,,Validation,404042,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28341184,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Interiørsenter AS,115873771,,BODØ,,8006,,NO,,Delivered,404045,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28398857,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Hålogaland,131267657,,HARSTAD,,9407,,NO,,Delivered,404052,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28521384,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,C4,285786180,285695180,OSLO,OSLO,0164,0349,NO,NO,Planning,397968,Capacity,Fiberpar,plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,10303685,31.03.2016,,31.03.2016,,,,,26.05.2016,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Bodø - Lageret,115889737,,BODØ,,8006,,NO,,Delivered,404053,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28385290,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Eurospar Hunstad,,,BODØ,,8019,,NO,,Planning,370925,IPVPN,IPVPN SHDSL 4 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28498094,08.02.2016,,11.05.2016,,,,,,,1,31.05.2016 08:23:10
Harald A. Møller AS avd. IKT,120904,075 Møller Logistikk Skedsmo,92253281,,LILLESTRØM,,2000,,NO,,Delivered,398338,IPVPN,IPVPN Konfigurasjons endringer dynamisk ruting,,Other,COMPLETED,SOS,28110271,04.04.2016,12.05.2016,12.05.2016,19.06.2016,12.05.2016,,23.05.2016,23.05.2016,19.06.2016,1,31.05.2016 08:23:10
Atea AS.,257661,210060-ro01 Follo akutt- og korttidsinstitusjon,123027092,,VESTBY,,1540,,NO,,Validation,404049,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28422434,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus,48682823,,GJØVIK,,2821,,NO,,Delivered,404051,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28449023,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Sørlandsparken AS,219168028,,KRISTIANSAND S,,4636,,NO,,Delivered,404076,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28384387,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Sørlandsparken AS,219167399,,KRISTIANSAND S,,4636,,NO,,Delivered,404078,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28337126,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Nordås avd Stord,,,STORD,,5412,,NO,,Delivered,404071,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28459503,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Møbel-Sven AS - mo handelspark,375671520,,MO I RANA,,8626,,NO,,Delivered,404075,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28326831,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,BRYN,285783345,285732650,OSLO,OSLO,0661,0682,NO,NO,Delivered,397977,Capacity,Fiberpar,,Fiber,COMPLETED,SOS_SUGAR,10303684,31.03.2016,25.05.2016,31.03.2016,26.05.2016,25.05.2016,25.05.2016,25.05.2016,20.05.2016,26.05.2016,1,31.05.2016 08:23:10
Tampnet AS,201624,Tampnet AS (C/O Statoil),,292783117,Rogn,BLOMSTERDALEN,5337,5258,,NO,Planning,320998,Capacity,Bølgelengde 1 Gbps,plan & design,Bølgelengde,IN_PROGRESS,SOS_SUGAR,10300058,10.11.2014,,25.11.2014,,,,,02.03.2015,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,Jessheimklinikken Ullersmo,158058200,,KLØFTA,NORDBYHAGEN,2040,1474,NO,NO,Planning,372125,Capacity,Bølgelengde 10 Gbps,plan & design,Bølgelengde,IN_PROGRESS,SOS_SUGAR,10303612,10.02.2016,,04.03.2016,,,,,27.04.2016,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,Jessheimklinikken Ullersmo,158058200,93195744,KLØFTA,NORDBYHAGEN,2040,1474,NO,NO,Validation,400962,Capacity,Bølgelengde 1 Gbps,validate & disp.,Bølgelengde,NEW,SOS,,26.04.2016,,,,,,,,,1,31.05.2016 08:23:10
Kommunenes Opplæringskontor i Buskerud iks,209952,KOMMUNENES OPPLÆRINGSKONTOR I BUSKERUD IKS,133209482,,DRAMMEN,,3018,,NO,,Finalizing,401496,Internet,Internett Fiber 20 Mbps (onnet),complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28729713,02.05.2016,10.05.2016,03.05.2016,13.06.2016,10.05.2016,02.06.2016,,30.05.2016,13.06.2016,1,31.05.2016 08:23:10
Skogsberg Hotelldrift AS,273558,Skogsberg Hotelldrift AS,227981917,,RENA,,2450,,NO,,Delivered,401236,IPVPN,IPVPN ADSL 1284/384 (ws),,DSL,COMPLETED,SOS,60213033,29.04.2016,04.05.2016,04.05.2016,04.05.2016,,,04.05.2016,04.05.2016,04.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,MENY COLOSSEUM (ME1093),285777117,,OSLO,,0369,,NO,,Finalizing,371416,IPVPN,IPVPN Fiber 10 Mbps (onnett),complete order,Fiber,IN_PROGRESS,SOS,28104125,08.02.2016,23.05.2016,23.05.2016,09.06.2016,23.05.2016,30.05.2016,,23.05.2016,09.06.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,"""NA""",285839658,285695180,OSLO,OSLO,0196,0349,NO,NO,Planning,398045,Capacity,Fiberpar,plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,10303721,31.03.2016,,06.04.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 023 Harestua,70661147,,HARESTUA,,2743,,NO,,Validation,370962,IPVPN,IPVPN SHDSL 8 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,SOS,28012142,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 035 Roa,70667480,,ROA,,2740,,NO,,Planning,370972,IPVPN,IPVPN SHDSL 8 Mbps (ws),plan & design,DSL,IN_PROGRESS,SOS,28201523,08.02.2016,,22.02.2016,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 019 Brandbu,69863826,,BRANDBU,,2760,,NO,,Validation,368909,IPVPN,IPVPN SHDSL 8 Mbps (oa4),validate & disp.,DSL,IN_PROGRESS,SOS,28201556,25.01.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,510100-ro01 Områdeledelsen Trøndelag Nord,153360503,,STEINKJER,,7725,,NO,,Validation,404060,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28459029,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Boots Norge AS,209785,Boots apotek Lilleeng Helsepark,,,MOSS,,1523,,NO,,Delivered,398405,IPVPN,IPVPN Fiber 4 Mbps (onnett),,Fiber,COMPLETED,SOS_SUGAR,28788539,05.04.2016,25.04.2016,06.04.2016,02.05.2016,25.04.2016,25.04.2016,19.05.2016,20.04.2016,02.05.2016,1,31.05.2016 08:23:10
TIMM AS,270940,Timm Marine AS,92251660,,SKJETTEN,,2013,,NO,,Delivered,394840,Internet,Internett ADSL 3 Mbps (oa),,DSL,COMPLETED,SOS,32311583,07.03.2016,30.05.2016,30.05.2016,30.05.2016,,,30.05.2016,30.05.2016,30.05.2016,1,31.05.2016 08:23:10
Harald A. Møller AS avd. IKT,120904,001 Harald A Møller AS,285793466,,OSLO,,0581,,NO,,Validation,373045,IPVPN,IPVPN Fiber 2 Gbps (onnett),validate & disp.,Fiber,IN_PROGRESS,SOS,28102233,17.02.2016,,,,,,,,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,285793442,285807905,OSLO,OSLO,0581,0191,NO,NO,Planning,370368,Ethernet,Ethernet Aksess Fiber 30 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28833247,05.02.2016,,11.02.2016,,,,,11.02.2016,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,,285740381,OSLO,OSLO,0581,0988,NO,NO,Planning,393170,Ethernet,Ethernet Aksess Fiber 6 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28104612,19.02.2016,,24.02.2016,,,,,24.02.2016,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,,285712024,OSLO,OSLO,0581,0978,NO,NO,Planning,393171,Ethernet,Ethernet Aksess Fiber 2 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28104611,19.02.2016,,24.02.2016,,,,,24.02.2016,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,285793442,285836835,OSLO,OSLO,0581,0485,NO,NO,Planning,393172,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28331109,19.02.2016,,24.02.2016,,,,,24.02.2016,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,285793442,285695180,OSLO,OSLO,0581,0349,NO,NO,Planning,393173,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28103337,19.02.2016,,24.02.2016,,,,,24.02.2016,,1,31.05.2016 08:23:10
Sprint International Norway AS,163260,Sprint International Norway AS,285793442,126193329,OSLO,TROLLÅSEN,0581,1414,NO,NO,Planning,393175,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,plan & design,Fiber,IN_PROGRESS,SOS,28104454,19.02.2016,,24.02.2016,,,,,24.02.2016,,1,31.05.2016 08:23:10
IKT GRUPPEN AS,274210,A COSTA SAKS AS,72043949,,SANDVIKA,,1337,,,,In Execution,5503933,Internet,Internett Fiber 10 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28750959,18.05.2016,27.05.2016,19.05.2016,28.06.2016,27.05.2016,17.06.2016,,,28.06.2016,1,31.05.2016 08:23:10
IKT GRUPPEN AS,274209,PØBELPROSJEKTET AS,72043949,,SANDVIKA,,1337,,,,In Execution,5503932,Internet,Internett Fiber 50 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28765765,18.05.2016,27.05.2016,19.05.2016,23.06.2016,27.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Notodden AS,81087599,,NOTODDEN,,3676,,NO,,Delivered,404070,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28392887,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Notodden AS,81087599,,NOTODDEN,,3676,,NO,,Delivered,404069,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28392887,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Lyngdal AS,246187795,,LYNGDAL,,4580,,NO,,Delivered,404072,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28393522,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Sykehusapotekene HF - -11ADM,211239,Sykehusapoteket Gjøvik,48664534,,GJØVIK,,2819,,NO,,In Execution,347727,IPVPN,IPVPN Fiber 100 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28964350,08.07.2015,25.08.2015,25.08.2015,17.09.2015,25.08.2015,01.12.2015,,,10.12.2015,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,237738147,OSLO,HALDEN,0598,1771,NO,NO,In Execution,394479,Ethernet,Ethernet Aksess Fiber 50 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28439127,02.03.2016,12.05.2016,03.03.2016,23.05.2016,03.03.2016,15.07.2016,,,26.07.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,208370887,OSLO,SANDEFJORD,0598,3221,NO,NO,In Execution,394644,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28720068,04.03.2016,05.04.2016,08.03.2016,30.05.2016,10.03.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,,445622804,OSLO,PORSGRUNN,0598,3920,NO,NO,In Execution,394640,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28674214,04.03.2016,16.03.2016,11.03.2016,10.05.2016,16.03.2016,13.05.2016,,,24.05.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,168393610,OSLO,STAVANGER,0598,4033,NO,NO,In Execution,394650,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28583776,04.03.2016,19.04.2016,08.03.2016,27.05.2016,19.04.2016,19.05.2016,,,27.05.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,376363471,OSLO,DRAMMEN,0598,3015,NO,NO,In Execution,394633,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28952648,04.03.2016,03.05.2016,08.03.2016,03.06.2016,03.05.2016,25.05.2016,,,03.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,55724437,OSLO,MOSS,0598,1529,NO,NO,Finalizing,395799,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28435084,14.03.2016,02.05.2016,22.03.2016,09.06.2016,06.04.2016,31.05.2016,,20.05.2016,09.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,20715027,OSLO,RANDABERG,0598,4070,NO,NO,In Execution,395791,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28940208,14.03.2016,23.05.2016,22.03.2016,01.08.2016,23.05.2016,21.07.2016,,,01.08.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,20140710,OSLO,MOSS,0598,1599,NO,NO,In Execution,395788,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28446101,14.03.2016,28.04.2016,22.03.2016,04.07.2016,28.04.2016,23.06.2016,,,04.07.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,237717903,OSLO,HALDEN,0598,1763,NO,NO,In Execution,395772,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28559824,14.03.2016,01.04.2016,30.03.2016,27.05.2016,01.04.2016,24.06.2016,,,05.07.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,115887965,115873780,BODØ,BODØ,8006,8006,NO,NO,Finalizing,394623,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28531025,04.03.2016,29.04.2016,08.03.2016,29.04.2016,17.03.2016,19.05.2016,,23.05.2016,30.05.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285713967,351632388,OSLO,OSLO,0154,0191,NO,NO,Delivered,399756,Capacity,Enkeltfiber,,Fiber,COMPLETED,SOS_SUGAR,10303831,14.04.2016,27.04.2016,25.04.2016,26.05.2016,25.04.2016,24.05.2016,20.05.2016,13.05.2016,26.05.2016,1,31.05.2016 08:23:10
