customer_name,customer_id,order_ref,product_group,product_name,tech,status,system,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
Blix Solutions AS,373,398117,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303788,31.03.2016,,18.04.2016,,,,,,1,25.05.2016 10:40:52
Blix Solutions AS,373,398118,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303789,31.03.2016,,18.04.2016,,,,11.05.2016,,1,25.05.2016 10:40:52
Blix Solutions AS,373,398121,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS,plan & design,10303708,31.03.2016,,01.04.2016,,,,,,1,25.05.2016 10:40:52
HJELLE AS,196,398115,IPVPN,IPVPN SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,finalize access,28947885,31.03.2016,16.05.2016,01.04.2016,27.05.2016,18.05.2016,,,27.05.2016,1,25.05.2016 10:40:52
Atea AS.,232,403432,IPVPN,IPVPN Fiber 4 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28543345,10.05.2016,,12.05.2016,,,,,,1,25.05.2016 10:40:52
Varner Retail AS,516,349955,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10301728,13.08.2015,,25.04.2016,,,,,,1,25.05.2016 10:40:52
HJELLE AS,196,398122,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28667526,31.03.2016,05.04.2016,01.04.2016,18.05.2016,25.05.2016,,,03.06.2016,1,25.05.2016 10:40:52
IKT GRUPPEN AS,180,5503935,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28936211,18.05.2016,,19.05.2016,,,,,,1,25.05.2016 10:40:52
Jobzone Trysil,517,394787,IPVPN,IPVPN VDSL 40/10 (ws),DSL,IN_PROGRESS,SOS,plan & design,62958314,07.03.2016,,17.03.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,368231,IPVPN,IPVPN Fiber 20 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28419215,18.01.2016,11.03.2016,19.01.2016,08.04.2016,22.04.2016,,22.04.2016,03.05.2016,1,25.05.2016 10:40:52
Atea AS.,232,368492,IPVPN,IPVPN Fiber 20 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28452726,20.01.2016,19.02.2016,22.01.2016,23.03.2016,01.04.2016,,22.02.2016,12.04.2016,1,25.05.2016 10:40:52
Atea AS.,232,368252,IPVPN,IPVPN Fiber 20 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28327958,18.01.2016,03.02.2016,19.01.2016,09.03.2016,29.02.2016,,,09.03.2016,1,25.05.2016 10:40:52
Atea AS.,232,369290,IPVPN,IPVPN Fiber 200 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28979868,29.01.2016,08.04.2016,01.02.2016,26.04.2016,15.04.2016,,19.04.2016,26.04.2016,1,25.05.2016 10:40:52
Atea AS.,232,368189,IPVPN,IPVPN Fiber 20 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28356048,18.01.2016,10.02.2016,20.01.2016,01.03.2016,27.05.2016,,,07.06.2016,1,25.05.2016 10:40:52
MYHRE & JOHNSEN ADVOKATFIRMA DA,518,5503394,Internet,Internett Fiber 50 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28363722,31.03.2016,19.04.2016,01.04.2016,02.06.2016,24.05.2016,,,02.06.2016,1,25.05.2016 10:40:52
Horten Havnevesen,519,403435,Internet,Internett VDSL 40/10 (oa),DSL,IN_PROGRESS,SOS,finalize access,28824611,10.05.2016,19.05.2016,19.05.2016,10.06.2016,01.06.2016,,,10.06.2016,1,25.05.2016 10:40:52
Atea AS.,232,346880,IPVPN,IPVPN Fiber 100 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28772673,01.07.2015,13.10.2015,24.07.2015,02.12.2015,23.11.2015,,,02.12.2015,1,25.05.2016 10:40:52
SHERPA CONSULTING AS,520,403447,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28482065,11.05.2016,,12.05.2016,,,,,,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,359022,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28881144,10.11.2015,13.05.2016,13.05.2016,10.06.2016,31.05.2016,,,10.06.2016,1,25.05.2016 10:40:52
Atea AS.,232,365300,IPVPN,IPVPN Fiber 4 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28913135,28.12.2015,13.01.2016,05.01.2016,08.07.2016,03.02.2016,,25.01.2016,08.07.2016,1,25.05.2016 10:40:52
Visma IT & Communications AS,521,399133,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS,validate & disp.,10300468,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
IKT GRUPPEN AS,180,5503934,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS,plan & design,28500190,19.05.2016,,20.05.2016,,,,,,1,25.05.2016 10:40:52
Sandnes Eiendom Invest AS,522,404124,Internet,Internett SHDSL 20 Mbps (oa5),DSL,IN_PROGRESS,SOS,finalize access,28772633,18.05.2016,23.05.2016,19.05.2016,07.06.2016,27.05.2016,,,07.06.2016,1,25.05.2016 10:40:52
Volmax AS,458,394746,IPVPN,IPVPN Mobil Backup 4G Premium,ukjent,IN_PROGRESS,SOS,validate & disp.,28292320,07.03.2016,,,,,,,,1,25.05.2016 10:40:52
Volmax AS,458,394743,IPVPN,IPVPN Mobil Backup 4G,ukjent,IN_PROGRESS,SOS,plan & design,28341817,07.03.2016,,20.04.2016,,,,,,1,25.05.2016 10:40:52
Volmax AS,458,394748,IPVPN,IPVPN Mobil Backup 4G Premium,ukjent,IN_PROGRESS,SOS,validate & disp.,r3569,07.03.2016,,,,,,,,1,25.05.2016 10:40:52
Volmax AS,458,394744,IPVPN,IPVPN Mobil Backup 4G Premium,ukjent,IN_PROGRESS,SOS,validate & disp.,28577508,07.03.2016,,,,,,,,1,25.05.2016 10:40:52
Tbg Kirkelige Fellesråd,523,404161,Internet,Internett VDSL 25/5 (oa),DSL,COMPLETED,SOS,,28549893,19.05.2016,24.05.2016,20.05.2016,27.05.2016,24.05.2016,24.05.2016,24.05.2016,27.05.2016,1,25.05.2016 10:40:52
InfoCare Workshop OY,524,394934,IPVPN,IPVPN Fiber 100 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28592959,08.03.2016,07.04.2016,31.03.2016,04.05.2016,25.04.2016,,,04.05.2016,1,25.05.2016 10:40:52
InfoCare Workshop OY,524,394937,IPVPN,IPVPN Fiber 100 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28866575,08.03.2016,08.04.2016,31.03.2016,27.04.2016,15.04.2016,,27.04.2016,27.04.2016,1,25.05.2016 10:40:52
CENTRUM FYSIOTERAPI AS,525,398126,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28982001,01.04.2016,11.05.2016,01.04.2016,07.06.2016,27.05.2016,,,07.06.2016,1,25.05.2016 10:40:52
Volmax AS,458,394750,IPVPN,IPVPN Mobil Backup 4G Premium,ukjent,IN_PROGRESS,SOS,validate & disp.,28715273,07.03.2016,,,,,,,,1,25.05.2016 10:40:52
WERGELANDSVEIEN 1-3 AS,526,404143,Internet,Internett Fiber 50 Mbps (onnet),Fiber,COMPLETED,SOS,,28577415,19.05.2016,23.05.2016,23.05.2016,23.05.2016,,23.05.2016,23.05.2016,23.05.2016,1,25.05.2016 10:40:52
IKT GRUPPEN AS,180,5503930,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28891896,18.05.2016,24.05.2016,19.05.2016,23.06.2016,14.06.2016,,,23.06.2016,1,25.05.2016 10:40:52
Kontor Konsult AS,527,398073,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28510332,31.03.2016,,01.04.2016,,,,,,1,25.05.2016 10:40:52
PowerTech Information Systems,14,399831,Ethernet,Ethernet Aksess Fiber 50 Mbps on-nett,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28574504,14.04.2016,22.04.2016,20.04.2016,14.06.2016,07.06.2016,,,14.06.2016,1,25.05.2016 10:40:52
Bulk Bilskadeservice As,528,400900,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28599669,26.04.2016,09.05.2016,27.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,25.05.2016 10:40:52
HomeNet As,256,404165,IPVPN,IPVPN Fiber 1 Gbps (onnett),Fiber,NEW,SOS,validate & disp.,,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Doorway AS,422,356047,Ethernet,Ethernet MultiAksess 1 Gbps,Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28377036,12.10.2015,05.01.2016,22.10.2015,21.01.2016,11.03.2016,,18.03.2016,18.03.2016,1,25.05.2016 10:40:52
Doorway AS,422,404186,Ethernet,Ethernet Aksess SHDSL 4000 (ws_Prem_E-line),DSL,NEW,SOS,validate & disp.,60740866,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Doorway AS,422,404188,Ethernet,Ethernet Aksess SHDSL 2048 (ws_Prem_E-line),DSL,NEW,SOS,validate & disp.,60297168,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Doorway AS,422,404199,Ethernet,Ethernet Aksess SHDSL 2048 (ws_Prem_E-line),DSL,NEW,SOS,validate & disp.,63025176,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Doorway AS,422,404205,Ethernet,Ethernet Aksess SHDSL 8000 (ws_Prem_E-line),DSL,IN_PROGRESS,SOS,validate & disp.,63063982,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Doorway AS,422,404210,Ethernet,Ethernet Aksess SHDSL 4000 (oa),DSL,IN_PROGRESS,SOS,validate & disp.,32453262,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
AEROCOM NORGE AS,529,404166,Internet,Internett Fiber 30 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28924399,19.05.2016,,20.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,394863,IPVPN,IPVPN Fiber 8 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28627047,07.03.2016,01.04.2016,08.03.2016,08.07.2016,05.04.2016,,29.04.2016,08.07.2016,1,25.05.2016 10:40:52
Akershus fylkeskommune,360,400872,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303841,26.04.2016,28.04.2016,27.04.2016,25.05.2016,02.06.2016,,,06.06.2016,1,25.05.2016 10:40:52
Broadnet AS,530,367333,IPVPN,IPVPN Fiber 10 Mbps (onnett),Fiber,IN_PROGRESS,SOS,plan & design,28643790,05.01.2016,,25.02.2016,,,,,,1,25.05.2016 10:40:52
Broadnet AS,530,367336,IPVPN,IPVPN Fiber 10 Mbps (onnett),Fiber,IN_PROGRESS,SOS,plan & design,,05.01.2016,,21.01.2016,,,,,,1,25.05.2016 10:40:52
SKAR & DATTER AS,531,5503152,Internet,Internett Fiber 30 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28500519,08.03.2016,07.04.2016,09.03.2016,27.05.2016,13.06.2016,,,22.06.2016,1,25.05.2016 10:40:52
PLEXUSKLINIKKEN AS,532,5503398,Internet,Internett Fiber 50 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28607264,31.03.2016,11.04.2016,01.04.2016,13.05.2016,04.05.2016,,,13.05.2016,1,25.05.2016 10:40:52
InfoCare Workshop OY,524,394930,IPVPN,IPVPN Fiber 100 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28993745,08.03.2016,,31.03.2016,,,,,,1,25.05.2016 10:40:52
Teneo Data AS,351,404203,Internet,Fast IPv4 5 stk,Other,COMPLETED,SOS,,28570405,19.05.2016,25.05.2016,25.05.2016,25.05.2016,,25.05.2016,25.05.2016,25.05.2016,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,403575,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,12083845,11.05.2016,,19.05.2016,,,,,,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,371418,IPVPN,IPVPN Fiber 10 Mbps (onnett),Fiber,IN_PROGRESS,SOS,validate & disp.,28567486,08.02.2016,,,,,,,,1,25.05.2016 10:40:52
HomeNet As,256,404191,IPVPN,IPVPN Fiber 10 Gbps (onnett),Fiber,NEW,SOS,validate & disp.,,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,395687,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303662,14.03.2016,,22.03.2016,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,395688,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303663,14.03.2016,,22.03.2016,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,404182,Capacity,Bølgelengde 1 Gbps,Bølgelengde,NEW,SOS,validate & disp.,,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
HomeNet As,256,404189,IPVPN,IPVPN Fiber 10 Gbps (onnett),Fiber,NEW,SOS,validate & disp.,,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
REJLERS EMBRIQ AS,252,403416,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,plan & design,28422593,10.05.2016,,11.05.2016,,,,,,1,25.05.2016 10:40:52
Kontorrama AS,533,398130,Internet,Internett Fiber 60 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28104895,01.04.2016,24.05.2016,01.04.2016,23.05.2016,10.05.2016,,,23.05.2016,1,25.05.2016 10:40:52
Atea AS.,232,403166,IPVPN,IPVPN SHDSL 1 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28326767,11.05.2016,13.05.2016,11.05.2016,10.06.2016,01.06.2016,,,10.06.2016,1,25.05.2016 10:40:52
TKE Drift AS,130,404543,Internet,Internett Fiber 20 Mbps (onnet),Fiber,NEW,SOS,validate & disp.,28603135,24.05.2016,,,,,,,,1,25.05.2016 10:40:52
Norsk Medisinaldepot AS,428,403584,IPVPN,IPVPN SHDSL 2 Mbps (oa),DSL,COMPLETED,SOS,,28458738,11.05.2016,12.05.2016,11.05.2016,01.06.2016,23.05.2016,24.05.2016,23.05.2016,01.06.2016,1,25.05.2016 10:40:52
ART FRISØR SALONG AS,534,5503941,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28785726,19.05.2016,,20.05.2016,,,,,,1,25.05.2016 10:40:52
NG Norge AS,309,403574,IPVPN,IPVPN SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,finalize access,28009057,11.05.2016,19.05.2016,18.05.2016,06.06.2016,26.05.2016,,,06.06.2016,1,25.05.2016 10:40:52
Keynet AS,217,367476,IPVPN,IPVPN Fiber 100 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28584977,06.01.2016,11.01.2016,07.01.2016,18.01.2016,14.01.2016,,14.01.2016,18.01.2016,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,404200,IPVPN,IPVPN SHDSL 2 Mbps (oa),DSL,IN_PROGRESS,SOS,plan & design,28367818,19.05.2016,,24.05.2016,,,,,,1,25.05.2016 10:40:52
BREIBAND.NO AS,535,398236,Ethernet,Ethernet Aksess Fiber 50 Mbps off-nett,Fiber,IN_PROGRESS,SOS,plan & design,27216,01.04.2016,,01.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,398234,IPVPN,IPVPN Fiber 1 Gbps (onnett),Fiber,IN_PROGRESS,SOS,plan & design,28294726,01.04.2016,,04.04.2016,,,,,,1,25.05.2016 10:40:52
TDC AS,261,398220,Ethernet,Ethernet Aksess Fiber 50 Mbps on-nett,Fiber,IN_PROGRESS,SOS,validate & disp.,,06.05.2016,,,,,,,,1,25.05.2016 10:40:52
Jørgensen og Jørgensen AS,536,398245,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28932570,01.04.2016,,07.04.2016,,,,,,1,25.05.2016 10:40:52
Offshore Media Group AS,537,401046,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28540014,27.04.2016,19.05.2016,28.04.2016,21.06.2016,10.06.2016,,,21.06.2016,1,25.05.2016 10:40:52
Direktoratet for nødkommunikasjon DNK,246,353961,Capacity,"Traffic fee transmission Trunks, 2 Mbit/s, Phase 1",Leid Linje,IN_PROGRESS,SOS,plan & design,10131899,22.09.2015,,22.09.2015,,,,,,1,25.05.2016 10:40:52
Direktoratet for nødkommunikasjon DNK,246,357188,Capacity,"Traffic fee transmission Trunks, 2 Mbit/s, Phase 1",Leid Linje,IN_PROGRESS,SOS,complete order,10131903,26.10.2015,29.10.2015,26.10.2015,31.12.2015,30.06.2016,,17.11.2015,30.06.2016,1,25.05.2016 10:40:52
Data Equipment AS,538,398436,Internet,Internett Fiber 1 Gbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28356319,05.04.2016,,13.04.2016,,,,,,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,370933,IPVPN,IPVPN SHDSL 4 Mbps (oa),DSL,NEW,SOS,validate & disp.,28967567,08.02.2016,,,,,,,,1,25.05.2016 10:40:52
Murrelektronik AS,539,398224,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28479928,01.04.2016,07.04.2016,01.04.2016,11.05.2016,30.05.2016,,25.04.2016,03.06.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396590,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302469,21.03.2016,,08.04.2016,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,404230,IPVPN,IPVPN SHDSL 2 Mbps (oa),DSL,IN_PROGRESS,SOS,plan & design,28652219,19.05.2016,,24.05.2016,,,,,,1,25.05.2016 10:40:52
OBRAS SUBTERRANEAS S.A. NUF,540,404227,Internet,Internett Fiber 50 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28408793,19.05.2016,,20.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,399361,Ethernet,Ethernet Punkt til Punkt 200 Mbps,Other,IN_PROGRESS,SOS_SUGAR,complete order,28465917,12.04.2016,13.05.2016,14.04.2016,09.06.2016,31.05.2016,,12.05.2016,09.06.2016,1,25.05.2016 10:40:52
SCANDIC HOTELS AS,541,398284,Internet,Internett ADSL 2+ opptil 20000/1000 kbps (oa),DSL,IN_PROGRESS,SOS,validate & disp.,32579229,04.04.2016,,,,,,,,1,25.05.2016 10:40:52
Keynet AS,217,353426,IPVPN,IPVPN Fiber 50 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28768470,17.09.2015,05.10.2015,29.09.2015,05.11.2015,15.01.2016,,09.12.2015,26.01.2016,1,25.05.2016 10:40:52
Atea AS v/Norsk Helsenett DSL,221,398288,IPVPN,IPVPN Fiber 50 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28425905,04.04.2016,27.04.2016,06.04.2016,13.05.2016,02.05.2016,,02.05.2016,13.05.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396671,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302746,21.03.2016,,21.04.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,367471,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28332502,06.01.2016,,08.01.2016,,,,,,1,25.05.2016 10:40:52
Asker kommune,334,354131,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303165,23.09.2015,01.10.2015,28.09.2015,10.11.2015,30.06.2016,,,01.07.2016,1,25.05.2016 10:40:52
Asker kommune,334,354135,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303167,23.09.2015,08.10.2015,28.09.2015,13.11.2015,30.06.2016,,,04.07.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,397538,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10303732,29.03.2016,,07.04.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,367422,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28950012,06.01.2016,18.04.2016,08.01.2016,08.07.2016,06.05.2016,,09.05.2016,08.07.2016,1,25.05.2016 10:40:52
Atea AS.,232,393638,IPVPN,IPVPN Fiber 8 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28511986,23.02.2016,08.03.2016,23.02.2016,08.07.2016,14.06.2016,,,08.07.2016,1,25.05.2016 10:40:52
Atea AS.,232,367424,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28385576,06.01.2016,11.05.2016,08.01.2016,25.05.2016,08.07.2016,,,25.05.2016,1,25.05.2016 10:40:52
Veblungsnes Sandtak A/S,542,398272,Internet,Internett SHDSL 12 Mbps (oa3),DSL,NEW,SOS,validate & disp.,32513118,04.04.2016,,,,,,,,1,25.05.2016 10:40:52
INOVENTIO ENGINEERING AS,543,403388,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28631614,10.05.2016,19.05.2016,11.05.2016,22.06.2016,13.06.2016,,,22.06.2016,1,25.05.2016 10:40:52
PENGEDOKTOREN AS,544,404252,Internet,Internett Fiber 6 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28611715,20.05.2016,,23.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,367454,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28715780,06.01.2016,05.04.2016,08.01.2016,08.07.2016,15.04.2016,,02.05.2016,08.07.2016,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,371093,IPVPN,IPVPN SHDSL 8 Mbps (oa4),DSL,IN_PROGRESS,SOS,finalize access,32173443,08.02.2016,20.05.2016,20.05.2016,15.06.2016,06.06.2016,,,15.06.2016,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,371924,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28923647,08.02.2016,,20.04.2016,,,,,,1,25.05.2016 10:40:52
Storsteinnett AS,545,404268,Internet,Internett Fiber 100 Mbps (onnet),Fiber,COMPLETED,SOS,,28689131,20.05.2016,23.05.2016,23.05.2016,23.05.2016,,23.05.2016,23.05.2016,23.05.2016,1,25.05.2016 10:40:52
HomeNet As,256,317637,IPVPN,IPVPN Fiber 1 Gbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28776670,29.09.2014,08.01.2015,01.10.2014,24.03.2015,10.06.2016,,,24.06.2016,1,25.05.2016 10:40:52
Cso Partner Vestfold AS,546,404255,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28271603,20.05.2016,,23.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,367458,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28737230,06.01.2016,19.02.2016,08.01.2016,08.07.2016,14.04.2016,,14.04.2016,08.07.2016,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,398335,IPVPN,IPVPN Konfigurasjons endringer dynamisk ruting,Other,COMPLETED,SOS,,28102821,04.04.2016,12.05.2016,12.05.2016,19.06.2016,,24.05.2016,24.05.2016,19.06.2016,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,398336,IPVPN,IPVPN Konfigurasjons endringer dynamisk ruting,Other,COMPLETED,SOS,,28102233,04.04.2016,12.05.2016,12.05.2016,19.06.2016,,24.05.2016,24.05.2016,19.06.2016,1,25.05.2016 10:40:52
Lines Fransa AS,547,400536,Internet,Internett ADSL 2+ opptil 20000/1000 kbps (oa),DSL,COMPLETED,SOS,,28985329,20.05.2016,25.05.2016,25.05.2016,25.05.2016,,25.05.2016,25.05.2016,25.05.2016,1,25.05.2016 10:40:52
Sørreisa Vask og Søm AS,548,400347,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28432678,20.05.2016,,23.05.2016,,,,,,1,25.05.2016 10:40:52
DataGuard AS,35,5503957,Internet,Internett Fiber 100 Mbps (onnet),Fiber,NEW,SOS,validate & disp.,,20.05.2016,,,,,,,,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,398339,IPVPN,IPVPN Konfigurasjons endringer dynamisk ruting,Other,COMPLETED,SOS,,28100529,04.04.2016,12.05.2016,12.05.2016,19.06.2016,,23.05.2016,23.05.2016,19.06.2016,1,25.05.2016 10:40:52
Norlandia Care AB,549,398305,IPVPN,IPVPN Fiber 50 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28804972,04.04.2016,,04.04.2016,,,,,,1,25.05.2016 10:40:52
Kystverket,181,398345,IPVPN,IPVPN Fiber 50 Mbps (offnett),Fiber,NEW,SOS,validate & disp.,28343863,05.04.2016,,,,,,,,1,25.05.2016 10:40:52
Norlandia Care AB,549,398298,IPVPN,IPVPN Fiber 50 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28970056,04.04.2016,,04.04.2016,,,,,,1,25.05.2016 10:40:52
SANTAI WHOLESALE AS,550,404133,Internet,Internett ADSL 4400/640 (oa),DSL,IN_PROGRESS,SOS,validate & disp.,28312474,19.05.2016,,,,,,,,1,25.05.2016 10:40:52
NetNordic Bedriftskommunikasjon AS,503,398348,Internet,Internett Fiber 50 Mbps (onnet),Fiber,IN_PROGRESS,SOS,finalize access,28899949,05.04.2016,09.05.2016,09.05.2016,13.05.2016,23.05.2016,,,02.06.2016,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,404265,IPVPN,IPVPN Fiber 50 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28584716,20.05.2016,,24.05.2016,,,,,,1,25.05.2016 10:40:52
TRONSLIEN AS,551,404270,Internet,Internett Fiber 50 Mbps (onnet),Fiber,COMPLETED,SOS,,28103928,20.05.2016,23.05.2016,23.05.2016,25.05.2016,25.05.2016,23.05.2016,23.05.2016,25.05.2016,1,25.05.2016 10:40:52
Troms Taxi AS,552,404493,Internet,Internett Fiber 40 Mbps (onnet),Fiber,NEW,SOS,validate & disp.,28290919,24.05.2016,,,,,,,,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,398322,IPVPN,IPVPN Fiber 4 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28448445,04.04.2016,,20.04.2016,,,,,,1,25.05.2016 10:40:52
