customer_name,customer_id,order_ref,product_group,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
NextGenTel AS,228,399003,Capacity,plan & design,10302981,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399033,Capacity,plan & design,10302868,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
Atea AS.,234,398999,IPVPN,validate & disp.,28482311,07.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,371955,IPVPN,plan & design,28366660,09.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399104,IPVPN,validate & disp.,,08.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399108,IPVPN,validate & disp.,,08.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399034,IPVPN,validate & disp.,,07.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399173,IPVPN,validate & disp.,,08.04.2016,,,,,,,,1,"42486,858611111"
ZIMMER NORWAY AS,602,398966,Internet,validate & disp.,32389855,07.04.2016,,,,,,,,1,"42486,858611111"
SOPRA STERIA AS,201,404596,IPVPN,validate & disp.,28100154,24.05.2016,,,,,,,,1,"42486,858611111"
BREIBAND.NO AS,507,404587,Ethernet,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
ALGIPHARMA AS,603,404581,Internet,validate & disp.,28879092,24.05.2016,,,,,,,,1,"42486,858611111"
STAMINA HELSE AS,604,394921,Internet,validate & disp.,32461627,08.03.2016,,,,,,,,1,"42486,858611111"
Japan Photo Holding Norge AS,390,346006,IPVPN,complete order,28931286,23.06.2015,14.07.2015,29.06.2015,10.08.2015,12.08.2015,,14.08.2015,19.08.2015,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,398995,IPVPN,plan & design,28702271,07.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
EMIX AS,605,5503181,Internet,finalize access,28646624,09.03.2016,23.03.2016,10.03.2016,12.05.2016,03.05.2016,,,12.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,353842,IPVPN,plan & design,28989425,21.09.2015,,28.10.2015,,,,,,1,"42486,858611111"
Tampnet AS,468,368944,Capacity,finalize access,10303512,26.01.2016,21.02.2016,03.02.2016,04.03.2016,24.02.2016,,,04.03.2016,1,"42486,858611111"
Atea AS.,234,395153,IPVPN,plan & design,28740173,09.03.2016,,10.03.2016,,,,,,1,"42486,858611111"
Ramme Service Bergen AS,606,395139,Internet,validate & disp.,32572834,09.03.2016,,,,,,,,1,"42486,858611111"
BARN - NETT AS,607,5503990,Internet,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
YTTERSIA VEKST AS,608,353846,Internet,finalize access,28386511,30.09.2015,06.04.2016,04.11.2015,13.04.2016,20.05.2016,,,31.05.2016,1,"42486,858611111"
Easy Step AS,609,404584,Internet,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302 - SE556052746601,174,399008,IPVPN,validate & disp.,28907486,07.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,371957,IPVPN,plan & design,28522905,09.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399020,IPVPN,validate & disp.,,07.04.2016,,,,,,,,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,398997,IPVPN,plan & design,28637068,07.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399006,IPVPN,finalize access,28543956,07.04.2016,02.05.2016,11.04.2016,04.07.2016,23.06.2016,,,04.07.2016,1,"42486,858611111"
NLM-Barnehagene AS,610,398057,Internet,plan & design,28337481,31.03.2016,,24.05.2016,,,,,,1,"42486,858611111"
ARK Bokhandel AS,64,404610,IPVPN,validate & disp.,31247989,24.05.2016,,,,,,,,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399011,IPVPN,finalize access,28415449,07.04.2016,02.05.2016,11.04.2016,05.07.2016,24.06.2016,,,05.07.2016,1,"42486,858611111"
NASTA AS,611,399035,IPVPN,complete order,28294624,07.04.2016,28.04.2016,28.04.2016,18.05.2016,09.05.2016,,10.05.2016,18.05.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399031,IPVPN,finalize access,28850696,07.04.2016,28.04.2016,08.04.2016,07.07.2016,28.06.2016,,,07.07.2016,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399013,IPVPN,plan & design,28339794,07.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Nanset Standard AS,612,399041,IPVPN,validate & disp.,28294626,28.04.2016,,,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399073,IPVPN,finalize access,28565150,07.04.2016,02.05.2016,08.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
STEIN BERGAN AS,613,5500545,Internet,plan & design,28319753,07.06.2015,,08.06.2015,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399061,IPVPN,finalize access,28637256,07.04.2016,02.05.2016,08.04.2016,11.07.2016,30.06.2016,,,11.07.2016,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399022,IPVPN,plan & design,28774176,07.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399074,IPVPN,plan & design,28819713,07.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,371946,IPVPN,plan & design,28310399,09.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399012,IPVPN,validate & disp.,,07.04.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399175,IPVPN,validate & disp.,,08.04.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,399042,Capacity,plan & design,10302437,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
HAGA NÆRINGSPARK AS,614,395111,Internet,finalize access,28628610,09.03.2016,30.03.2016,16.03.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399036,IPVPN,finalize access,28977306,07.04.2016,28.04.2016,08.04.2016,28.06.2016,17.06.2016,,,28.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399047,IPVPN,finalize access,28621944,07.04.2016,02.05.2016,08.04.2016,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399090,IPVPN,finalize access,28741547,07.04.2016,02.05.2016,08.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399088,IPVPN,finalize access,28436308,07.04.2016,02.05.2016,08.04.2016,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
PROVISO AS,615,404613,Internet,validate & disp.,28112244,24.05.2016,,,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,371956,IPVPN,plan & design,28776973,09.02.2016,,26.02.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,399025,IPVPN,validate & disp.,,07.04.2016,,,,,,,,1,"42486,858611111"
Hairshop AS,616,395122,IPVPN,complete order,28671147,09.03.2016,08.04.2016,10.03.2016,23.05.2016,12.05.2016,,24.05.2016,23.05.2016,1,"42486,858611111"
Atea AS v/Norsk Helsenett DSL,212,353818,IPVPN,complete order,28968619,21.09.2015,12.10.2015,22.09.2015,25.11.2015,15.12.2015,,20.05.2016,24.12.2015,1,"42486,858611111"
NextGenTel AS,228,399052,Capacity,plan & design,10302489,07.04.2016,,13.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399044,IPVPN,finalize access,28313712,07.04.2016,28.04.2016,08.04.2016,11.07.2016,30.06.2016,,,11.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,399049,IPVPN,plan & design,28380747,07.04.2016,,07.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399066,IPVPN,finalize access,28322406,07.04.2016,02.05.2016,08.04.2016,28.06.2016,17.06.2016,,,28.06.2016,1,"42486,858611111"
NextGenTel AS,228,399055,Capacity,plan & design,10302491,07.04.2016,,14.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399072,Capacity,plan & design,10302821,07.04.2016,,14.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399067,Capacity,plan & design,10302820,07.04.2016,,14.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399075,Capacity,plan & design,10302827,07.04.2016,,12.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399345,Capacity,plan & design,10303771,12.04.2016,,13.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399076,IPVPN,finalize access,28598070,07.04.2016,02.05.2016,08.04.2016,24.06.2016,15.06.2016,,,24.06.2016,1,"42486,858611111"
Norlandia Care AB,519,398470,IPVPN,plan & design,28756146,06.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399068,IPVPN,finalize access,28468162,07.04.2016,28.04.2016,08.04.2016,27.06.2016,16.06.2016,,,27.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399077,IPVPN,finalize access,28770298,07.04.2016,02.05.2016,08.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399081,IPVPN,finalize access,28977105,07.04.2016,02.05.2016,08.04.2016,13.06.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
NextGenTel AS,228,399078,Capacity,plan & design,10302829,07.04.2016,,14.04.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,398538,IPVPN,plan & design,28972557,06.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399001,IPVPN,finalize access,28429134,07.04.2016,02.05.2016,11.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399079,IPVPN,plan & design,28626795,07.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399086,Capacity,plan & design,10302444,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,372940,Capacity,plan & design,10302978,16.02.2016,,01.03.2016,,,,09.05.2016,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399085,IPVPN,finalize access,28621466,07.04.2016,02.05.2016,08.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399092,IPVPN,plan & design,28468099,07.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399094,IPVPN,finalize access,28896548,07.04.2016,02.05.2016,08.04.2016,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
Norlandia Förskolor Kids2Home AB,555,399005,IPVPN,finalize access,28754483,07.04.2016,02.05.2016,11.04.2016,04.07.2016,23.06.2016,,,04.07.2016,1,"42486,858611111"
TECHFIX AS,617,404615,Internet,validate & disp.,,25.05.2016,,,,,,,,1,"42486,858611111"
IT Norrbotten AB,618,343938,Capacity,finalize access,10302082,08.06.2015,01.09.2015,03.07.2015,11.08.2016,01.08.2016,,,11.08.2016,1,"42486,858611111"
Elektrikern Kjell Sæterøy AS,619,404614,Internet,validate & disp.,28921781,25.05.2016,,,,,,,,1,"42486,858611111"
JAS EIENDOM AS,620,404439,Internet,validate & disp.,28281578,24.05.2016,,,,,,,,1,"42486,858611111"
Lille vinkel sko AS,621,404531,Internet,validate & disp.,28103560,24.05.2016,,,,,,,,1,"42486,858611111"
Bioforsk Nord,622,404621,Internet,validate & disp.,pro-11041,25.05.2016,,,,,,,,1,"42486,858611111"
Voith Hydro Sarpsborg AS,623,404442,Internet,validate & disp.,28892993,24.05.2016,,,,,,,,1,"42486,858611111"
Alt. arkitektur AS,624,404627,Internet,validate & disp.,28103689,25.05.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE TORGET AS,625,368205,IPVPN,complete order,28528989,18.01.2016,22.01.2016,19.01.2016,16.02.2016,09.02.2016,,18.03.2016,16.02.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399105,IPVPN,finalize access,28337033,08.04.2016,28.04.2016,11.04.2016,17.06.2016,09.06.2016,,,17.06.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399114,IPVPN,finalize access,28949333,08.04.2016,28.04.2016,11.04.2016,22.06.2016,13.06.2016,,,22.06.2016,1,"42486,858611111"
Datelco AS,626,404619,Internet,validate & disp.,28625816,25.05.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE STEINKJER AS,627,368222,IPVPN,complete order,28762825,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,04.03.2016,16.02.2016,1,"42486,858611111"
NextGenTel AS,228,368188,Capacity,complete order,10302313,18.01.2016,27.01.2016,27.01.2016,,03.03.2016,,10.05.2016,,1,"42486,858611111"
NextGenTel AS,228,372498,Capacity,complete order,10302308,12.02.2016,03.03.2016,22.02.2016,08.04.2016,05.04.2016,,11.04.2016,08.04.2016,1,"42486,858611111"
JORDBÆRPIKENE SANDEFJORD AS,628,368234,IPVPN,finalize access,28946486,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399110,IPVPN,plan & design,28738568,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Bullfighter AS,629,404148,Internet,validate & disp.,28346915,19.05.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,368223,IPVPN,validate & disp.,32176476,18.01.2016,,,,,,,,1,"42486,858611111"
IPSO NORGE AS,630,404620,Internet,validate & disp.,28769621,25.05.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,368263,Capacity,complete order,10302876,18.01.2016,26.01.2016,26.01.2016,,03.03.2016,,23.05.2016,,1,"42486,858611111"
NextGenTel AS,228,368262,Capacity,complete order,10302875,18.01.2016,27.01.2016,27.01.2016,,03.03.2016,,23.05.2016,,1,"42486,858611111"
NextGenTel AS,228,399030,Capacity,plan & design,10302430,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
SOPRA STERIA AS,201,400984,Ethernet,validate & disp.,,26.04.2016,,,,,,,,1,"42486,858611111"
Norlandia Care AB,519,398360,IPVPN,plan & design,28725660,05.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor AB,570,399112,IPVPN,finalize access,28864784,08.04.2016,28.04.2016,11.04.2016,24.06.2016,15.06.2016,,,24.06.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399120,IPVPN,finalize access,28992936,08.04.2016,28.04.2016,11.04.2016,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
Insam as,631,404454,Internet,validate & disp.,28131730,24.05.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,353990,IPVPN,plan & design,28535554,22.09.2015,,29.09.2015,,,,,,1,"42486,858611111"
RCONTAINER AS,632,404634,Internet,validate & disp.,28389942,25.05.2016,,,,,,,,1,"42486,858611111"
"Rælingen kommune, Øyeren IKT",633,351102,Capacity,plan & design,10303164,26.08.2015,,28.09.2015,,,,,,1,"42486,858611111"
Norlandia Förskolor AB,570,399109,IPVPN,finalize access,28946716,08.04.2016,28.04.2016,11.04.2016,23.06.2016,14.06.2016,,,23.06.2016,1,"42486,858611111"
JORDBÆRPIKENE BORG AS,634,368240,IPVPN,plan & design,28788792,18.01.2016,,19.01.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor AB,570,399116,IPVPN,finalize access,28956292,08.04.2016,28.04.2016,11.04.2016,21.06.2016,10.06.2016,,,21.06.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399121,IPVPN,plan & design,28562042,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Foyn consult AS,635,404625,Internet,validate & disp.,28103585,25.05.2016,,,,,,,,1,"42486,858611111"
K. Solem Snekkeri AS,636,400790,Internet,complete order,28419472,25.04.2016,10.05.2016,26.04.2016,08.06.2016,30.05.2016,,25.05.2016,08.06.2016,1,"42486,858611111"
JORDBÆRPIKENE TØNSBERG AS,637,368227,IPVPN,complete order,28373163,18.01.2016,22.01.2016,19.01.2016,16.02.2016,09.02.2016,,11.02.2016,16.02.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399125,IPVPN,finalize access,28988223,08.04.2016,02.05.2016,11.04.2016,22.06.2016,13.06.2016,,,22.06.2016,1,"42486,858611111"
MASTERKLINIKKEN NORGE AS,638,404629,Internet,validate & disp.,28570731,25.05.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,368239,IPVPN,finalize access,32308324,18.01.2016,02.02.2016,27.01.2016,01.07.2016,10.02.2016,,,01.07.2016,1,"42486,858611111"
Atea AS.,234,368255,IPVPN,complete order,28327879,18.01.2016,22.02.2016,19.01.2016,24.03.2016,22.04.2016,,20.04.2016,03.05.2016,1,"42486,858611111"
INDLANDET AUTOMOBILVERKSTED AS,639,399128,Internet,plan & design,28350479,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
JORDBÆRPIKENE JESSHEIM AS,640,368229,IPVPN,finalize access,28799617,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Atea AS.,234,372871,IPVPN,complete order,28680942,16.02.2016,30.03.2016,16.02.2016,08.07.2016,16.05.2016,,03.05.2016,08.07.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399127,IPVPN,finalize access,28833821,08.04.2016,02.05.2016,11.04.2016,23.06.2016,14.06.2016,,,23.06.2016,1,"42486,858611111"
Grytnes Elektriske AS,641,404630,Internet,validate & disp.,28271589,25.05.2016,,,,,,,,1,"42486,858611111"
CHR BJELLAND & CO AS,642,404633,Internet,validate & disp.,28807238,25.05.2016,,,,,,,,1,"42486,858611111"
Østerås Bilsenter AS,643,404643,Internet,validate & disp.,28112324,25.05.2016,,,,,,,,1,"42486,858611111"
Østerås Bilsenter AS,643,404644,Internet,validate & disp.,28112324,25.05.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE LINDERUD AS,644,368251,IPVPN,finalize access,28879375,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,368244,IPVPN,validate & disp.,32176121,18.01.2016,,,,,,,,1,"42486,858611111"
FARGEHUSET ALNABRU AS,645,399130,Internet,finalize access,28651210,08.04.2016,03.05.2016,11.04.2016,17.05.2016,19.05.2016,,,30.05.2016,1,"42486,858611111"
JORDBÆRPIKENE NERSTRANDA AS,646,368266,IPVPN,finalize access,28892643,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE STORO AS,647,368271,IPVPN,finalize access,28491469,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
RESERVEDEL AS,648,404642,Internet,validate & disp.,28423110,25.05.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE VINTERBRO AS,649,368293,IPVPN,plan & design,28478334,18.01.2016,,19.01.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor AB,570,399143,IPVPN,plan & design,28448089,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Norlandia Förskolor AB,570,399140,IPVPN,finalize access,28481759,08.04.2016,02.05.2016,11.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
NextGenTel AS,228,368280,Capacity,complete order,10302417,18.01.2016,27.01.2016,27.01.2016,,03.03.2016,,07.03.2016,,1,"42486,858611111"
NextGenTel AS,228,368278,Capacity,complete order,10302945,18.01.2016,27.01.2016,27.01.2016,,03.03.2016,,10.05.2016,,1,"42486,858611111"
NextGenTel AS,228,368277,Capacity,finalize access,10302877,18.01.2016,25.01.2016,25.01.2016,,03.03.2016,,,,1,"42486,858611111"
JORDBÆRPIKENE TASTA AS,650,368287,IPVPN,plan & design,28448920,18.01.2016,,19.01.2016,,,,,,1,"42486,858611111"
JORDBÆRPIKENE STRØMMEN AS,651,368291,IPVPN,finalize access,28775489,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,398529,IPVPN,plan & design,28797624,06.04.2016,,08.04.2016,,,,,,1,"42486,858611111"
HELSEDIREKTORATET 1220HEF,652,399682,Internet,finalize access,28408177,26.04.2016,04.05.2016,26.04.2016,03.06.2016,25.05.2016,,,03.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399038,IPVPN,finalize access,28791369,07.04.2016,28.04.2016,08.04.2016,30.06.2016,21.06.2016,,,30.06.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399043,IPVPN,finalize access,28435466,07.04.2016,02.05.2016,08.04.2016,03.06.2016,25.05.2016,,,03.06.2016,1,"42486,858611111"
Norsk Helsenett SF,293,399157,Capacity,plan & design,10303815,08.04.2016,,21.04.2016,,,,,,1,"42486,858611111"
Homebase AS,291,400997,Capacity,plan & design,10303842,26.04.2016,,27.04.2016,,,,,,1,"42486,858611111"
JORDBÆRPIKENE LEVANGER AS,653,368289,IPVPN,finalize access,28584640,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE GULSKOGEN AS,654,368284,IPVPN,plan & design,28867653,18.01.2016,,19.01.2016,,,,,,1,"42486,858611111"
JORDBÆRPIKENE LADE AS,655,368294,IPVPN,finalize access,28540321,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE JEKTA AS,656,368290,IPVPN,finalize access,28476068,18.01.2016,19.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Kosmo Huvudstaden AB,561,399083,IPVPN,finalize access,28403966,07.04.2016,02.05.2016,08.04.2016,27.06.2016,16.06.2016,,,27.06.2016,1,"42486,858611111"
Norlandia Care AB,519,399159,IPVPN,finalize access,28793095,08.04.2016,28.04.2016,11.04.2016,29.06.2016,20.06.2016,,,29.06.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399138,IPVPN,finalize access,28847197,08.04.2016,02.05.2016,11.04.2016,16.06.2016,07.06.2016,,,16.06.2016,1,"42486,858611111"
JORDBÆRPIKENE TVEITA AS,657,368286,IPVPN,finalize access,28500370,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399142,IPVPN,plan & design,28844219,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,396637,IPVPN,plan & design,28943681,21.03.2016,,26.04.2016,,,,,,1,"42486,858611111"
Ice Communication Norge AS,267,397003,IPVPN,plan & design,28980567,22.03.2016,,26.04.2016,,,,,,1,"42486,858611111"
Ålesund Kommune,658,399162,Internet,complete order,28635431,25.04.2016,29.04.2016,27.04.2016,27.05.2016,20.05.2016,,18.05.2016,27.05.2016,1,"42486,858611111"
ASPIRE BRANDS AS,659,399160,Internet,finalize access,28771214,08.04.2016,02.05.2016,11.04.2016,13.05.2016,05.07.2016,,,14.07.2016,1,"42486,858611111"
JORDBÆRPIKENE ARENA AS,660,368295,IPVPN,finalize access,28462545,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE BRYNE AS,661,368296,IPVPN,finalize access,28904930,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE BYSTASJONEN AS,662,368299,IPVPN,complete order,28496207,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,04.03.2016,16.02.2016,1,"42486,858611111"
Norlandia Förskolor AB,570,399144,IPVPN,finalize access,28501743,08.04.2016,02.05.2016,11.04.2016,17.06.2016,08.06.2016,,,17.06.2016,1,"42486,858611111"
ENTRY SYSTEMS AS,663,5503476,Internet,plan & design,28681014,08.04.2016,,11.04.2016,,,,,,1,"42486,858611111"
Harald A. Møller AS avd. IKT,248,373058,IPVPN,validate & disp.,28102821,17.02.2016,,,,,,,,1,"42486,858611111"
Norlandia Care AB,519,399164,IPVPN,finalize access,28335087,08.04.2016,02.05.2016,11.04.2016,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,399172,IPVPN,finalize access,28946579,08.04.2016,20.04.2016,08.04.2016,14.06.2016,14.06.2016,,,14.06.2016,1,"42486,858611111"
Kåre Torper A/S Avd. 712 MAXBO Trøgstad,664,401020,Internet,validate & disp.,62809143,27.04.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE MOSSEPORTEN AS,665,368246,IPVPN,plan & design,28518480,18.01.2016,,19.01.2016,,,,,,1,"42486,858611111"
POLITIETS IKT-TJENESTER,666,401011,Internet,validate & disp.,28846252,27.04.2016,,,,,,,,1,"42486,858611111"
JORDBÆRPIKENE SANDENS AS,667,368297,IPVPN,finalize access,28744679,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
JORDBÆRPIKENE HAMAR AS,668,368298,IPVPN,finalize access,28418636,18.01.2016,21.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Skatteetaten,32,368318,IPVPN,plan & design,28524309,19.01.2016,,11.02.2016,,,,,,1,"42486,858611111"
Skatteetaten,32,368319,IPVPN,plan & design,28570333,19.01.2016,,11.02.2016,,,,,,1,"42486,858611111"
Skatteetaten,32,368314,IPVPN,finalize access,28586883,19.01.2016,10.05.2016,03.02.2016,27.06.2016,13.06.2016,,,27.06.2016,1,"42486,858611111"
Skatteetaten,32,368315,IPVPN,finalize access,28938427,19.01.2016,10.05.2016,03.02.2016,18.07.2016,04.07.2016,,,18.07.2016,1,"42486,858611111"
Kongsberg Defence & Aerospace AS,669,401019,IPVPN,validate & disp.,28761550,27.04.2016,,,,,,,,1,"42486,858611111"
PowerTech Information Systems,12,398368,Ethernet,finalize access,28852316,05.04.2016,06.05.2016,07.04.2016,27.06.2016,16.06.2016,,,27.06.2016,1,"42486,858611111"
Teknograd,366,399134,Capacity,finalize access,10303752,08.04.2016,02.05.2016,11.04.2016,25.05.2016,23.05.2016,,,25.05.2016,1,"42486,858611111"
JORDBÆRPIKENE LØRENSKOG AS,670,368269,IPVPN,finalize access,28682172,18.01.2016,26.02.2016,19.01.2016,26.02.2016,26.02.2016,,,26.02.2016,1,"42486,858611111"
JORDBÆRPIKENE HARSTAD AS,671,368225,IPVPN,finalize access,28542430,18.01.2016,22.01.2016,19.01.2016,16.02.2016,09.02.2016,,,16.02.2016,1,"42486,858611111"
Tyrili Stiftelsen,176,394649,IPVPN,validate & disp.,28151448,04.03.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,368327,IPVPN,complete order,28696561,19.01.2016,25.04.2016,16.02.2016,08.07.2016,09.05.2016,,09.05.2016,08.07.2016,1,"42486,858611111"
NextGenTel AS,228,396582,Capacity,plan & design,10302613,21.03.2016,,07.04.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,368345,IPVPN,finalize access,32195388,19.01.2016,03.02.2016,03.02.2016,01.07.2016,01.07.2016,,,01.07.2016,1,"42486,858611111"
